State,District,Location,Latitude,Longitude,Population,Cattle_Count,Poultry_Count,Cluster_ID,Recommended_Hub,Human_Waste_kg_day,Animal_Waste_kg_day,Total_Waste_kg_day,Estimated_Methane_m3_day,CO2e_Reduction_kg_day
Punjab,Ludhiana,Ludhiana_Village_45,31.349999999999998,76.3073,180000,47250,40500,14,Hub_14,72000.0,472500.0,544500.0,217800.0,435600.0
Punjab,Ludhiana,Ludhiana_Village_46,31.36,76.31729999999999,184000,48300,41400,14,Hub_14,73600.0,483000.0,556600.0,222640.0,445280.0
Punjab,Ludhiana,Ludhiana_Village_47,31.369999999999997,76.3273,188000,49350,42300,14,Hub_14,75200.0,493500.0,568700.0,227480.0,454960.0
Punjab,Ludhiana,Ludhiana_Village_48,31.38,76.3373,192000,50400,43200,14,Hub_14,76800.0,504000.0,580800.0,232320.0,464640.0
Punjab,Ludhiana,Ludhiana_Village_49,31.389999999999997,76.34729999999999,196000,51450,44100,14,Hub_14,78400.0,514500.0,592900.0,237160.0,474320.0
Punjab,Ludhiana,Ludhiana_Village_50,31.4,76.3573,200000,52500,45000,14,Hub_14,80000.0,525000.0,605000.0,242000.0,484000.0
Haryana,Gurugram,Gurugram_Village_1,28.4695,77.0366,3600,270,600,15,Hub_15,1440.0,2700.0,4140.0,1656.0,3312.0
Haryana,Gurugram,Gurugram_Village_2,28.479499999999998,77.0466,7200,540,1200,15,Hub_15,2880.0,5400.0,8280.0,3312.0,6624.0
Haryana,Gurugram,Gurugram_Village_3,28.4895,77.0566,10800,810,1800,15,Hub_15,4320.0,8100.0,12420.0,4968.0,9936.0
Haryana,Gurugram,Gurugram_Village_4,28.499499999999998,77.06660000000001,14400,1080,2400,15,Hub_15,5760.0,10800.0,16560.0,6624.0,13248.0
Haryana,Gurugram,Gurugram_Village_5,28.5095,77.0766,18000,1350,3000,15,Hub_15,7200.0,13500.0,20700.0,8280.0,16560.0
Haryana,Gurugram,Gurugram_Village_6,28.519499999999997,77.0866,21600,1620,3600,15,Hub_15,8640.0,16200.0,24840.0,9936.0,19872.0
Haryana,Gurugram,Gurugram_Village_7,28.5295,77.0966,25200,1890,4200,15,Hub_15,10080.0,18900.0,28980.0,11592.0,23184.0
Haryana,Gurugram,Gurugram_Village_8,28.539499999999997,77.1066,28800,2160,4800,15,Hub_15,11520.0,21600.0,33120.0,13248.0,26496.0
Haryana,Gurugram,Gurugram_Village_9,28.5495,77.1166,32400,2430,5400,15,Hub_15,12960.0,24300.0,37260.0,14904.0,29808.0
Haryana,Gurugram,Gurugram_Village_10,28.5595,77.1266,36000,2700,6000,15,Hub_15,14400.0,27000.0,41400.0,16560.0,33120.0
Haryana,Gurugram,Gurugram_Village_11,28.569499999999998,77.1366,39600,2970,6600,15,Hub_15,15840.0,29700.0,45540.0,18216.0,36432.0
Haryana,Gurugram,Gurugram_Village_12,28.5795,77.1466,43200,3240,7200,15,Hub_15,17280.0,32400.0,49680.0,19872.0,39744.0
Haryana,Gurugram,Gurugram_Village_13,28.589499999999997,77.1566,46800,3510,7800,15,Hub_15,18720.0,35100.0,53820.0,21528.0,43056.0
Haryana,Gurugram,Gurugram_Village_14,28.5995,77.1666,50400,3780,8400,15,Hub_15,20160.0,37800.0,57960.0,23184.0,46368.0
Haryana,Gurugram,Gurugram_Village_15,28.609499999999997,77.17660000000001,54000,4050,9000,15,Hub_15,21600.0,40500.0,62100.0,24840.0,49680.0
Haryana,Gurugram,Gurugram_Village_16,28.6195,77.1866,57600,4320,9600,15,Hub_15,23040.0,43200.0,66240.0,26496.0,52992.0
Haryana,Gurugram,Gurugram_Village_17,28.6295,77.1966,61200,4590,10200,15,Hub_15,24480.0,45900.0,70380.0,28152.0,56304.0
Haryana,Gurugram,Gurugram_Village_18,28.639499999999998,77.20660000000001,64800,4860,10800,15,Hub_15,25920.0,48600.0,74520.0,29808.0,59616.0
Haryana,Gurugram,Gurugram_Village_19,28.6495,77.2166,68400,5130,11400,15,Hub_15,27360.0,51300.0,78660.0,31464.0,62928.0
Haryana,Gurugram,Gurugram_Village_20,28.659499999999998,77.2266,72000,5400,12000,15,Hub_15,28800.0,54000.0,82800.0,33120.0,66240.0
Haryana,Gurugram,Gurugram_Village_21,28.6695,77.2366,75600,5670,12600,15,Hub_15,30240.0,56700.0,86940.0,34776.0,69552.0
Haryana,Gurugram,Gurugram_Village_22,28.679499999999997,77.2466,79200,5940,13200,15,Hub_15,31680.0,59400.0,91080.0,36432.0,72864.0
Haryana,Gurugram,Gurugram_Village_23,28.6895,77.2566,82800,6210,13800,15,Hub_15,33120.0,62100.0,95220.0,38088.0,76176.0
Haryana,Gurugram,Gurugram_Village_24,28.699499999999997,77.2666,86400,6480,14400,15,Hub_15,34560.0,64800.0,99360.0,39744.0,79488.0
Haryana,Gurugram,Gurugram_Village_25,28.7095,77.2766,90000,6750,15000,15,Hub_15,36000.0,67500.0,103500.0,41400.0,82800.0
Haryana,Gurugram,Gurugram_Village_26,28.7195,77.2866,93600,7020,15600,15,Hub_15,37440.0,70200.0,107640.0,43056.0,86112.0
Haryana,Gurugram,Gurugram_Village_27,28.729499999999998,77.2966,97200,7290,16200,15,Hub_15,38880.0,72900.0,111780.0,44712.0,89424.0
Haryana,Gurugram,Gurugram_Village_28,28.7395,77.3066,100800,7560,16800,15,Hub_15,40320.0,75600.0,115920.0,46368.0,92736.0
Haryana,Gurugram,Gurugram_Village_29,28.749499999999998,77.31660000000001,104400,7830,17400,15,Hub_15,41760.0,78300.0,120060.0,48024.0,96048.0
Haryana,Gurugram,Gurugram_Village_30,28.7595,77.3266,108000,8100,18000,15,Hub_15,43200.0,81000.0,124200.0,49680.0,99360.0
Haryana,Gurugram,Gurugram_Village_31,28.769499999999997,77.3366,111600,8370,18600,15,Hub_15,44640.0,83700.0,128340.0,51336.0,102672.0
Haryana,Gurugram,Gurugram_Village_32,28.7795,77.3466,115200,8640,19200,15,Hub_15,46080.0,86400.0,132480.0,52992.0,105984.0
Haryana,Gurugram,Gurugram_Village_33,28.789499999999997,77.3566,118800,8910,19800,15,Hub_15,47520.0,89100.0,136620.0,54648.0,109296.0
Haryana,Gurugram,Gurugram_Village_34,28.7995,77.3666,122400,9180,20400,15,Hub_15,48960.0,91800.0,140760.0,56304.0,112608.0
Haryana,Gurugram,Gurugram_Village_35,28.8095,77.3766,126000,9450,21000,15,Hub_15,50400.0,94500.0,144900.0,57960.0,115920.0
Haryana,Gurugram,Gurugram_Village_36,28.819499999999998,77.3866,129600,9720,21600,15,Hub_15,51840.0,97200.0,149040.0,59616.0,119232.0
Haryana,Gurugram,Gurugram_Village_37,28.8295,77.3966,133200,9990,22200,15,Hub_15,53280.0,99900.0,153180.0,61272.0,122544.0
Haryana,Gurugram,Gurugram_Village_38,28.839499999999997,77.4066,136800,10260,22800,15,Hub_15,54720.0,102600.0,157320.0,62928.0,125856.0
Haryana,Gurugram,Gurugram_Village_39,28.8495,77.4166,140400,10530,23400,15,Hub_15,56160.0,105300.0,161460.0,64584.0,129168.0
Haryana,Gurugram,Gurugram_Village_40,28.859499999999997,77.42660000000001,144000,10800,24000,15,Hub_15,57600.0,108000.0,165600.0,66240.0,132480.0
Haryana,Gurugram,Gurugram_Village_41,28.8695,77.4366,147600,11070,24600,15,Hub_15,59040.0,110700.0,169740.0,67896.0,135792.0
Haryana,Gurugram,Gurugram_Village_42,28.8795,77.4466,151200,11340,25200,15,Hub_15,60480.0,113400.0,173880.0,69552.0,139104.0
Haryana,Gurugram,Gurugram_Village_43,28.889499999999998,77.45660000000001,154800,11610,25800,15,Hub_15,61920.0,116100.0,178020.0,71208.0,142416.0
Haryana,Gurugram,Gurugram_Village_44,28.8995,77.4666,158400,11880,26400,15,Hub_15,63360.0,118800.0,182160.0,72864.0,145728.0
Haryana,Gurugram,Gurugram_Village_45,28.909499999999998,77.4766,162000,12150,27000,15,Hub_15,64800.0,121500.0,186300.0,74520.0,149040.0
Haryana,Gurugram,Gurugram_Village_46,28.9195,77.4866,165600,12420,27600,15,Hub_15,66240.0,124200.0,190440.0,76176.0,152352.0
Haryana,Gurugram,Gurugram_Village_47,28.929499999999997,77.4966,169200,12690,28200,15,Hub_15,67680.0,126900.0,194580.0,77832.0,155664.0
Haryana,Gurugram,Gurugram_Village_48,28.9395,77.5066,172800,12960,28800,15,Hub_15,69120.0,129600.0,198720.0,79488.0,158976.0
Haryana,Gurugram,Gurugram_Village_49,28.949499999999997,77.5166,176400,13230,29400,15,Hub_15,70560.0,132300.0,202860.0,81144.0,162288.0
Haryana,Gurugram,Gurugram_Village_50,28.9595,77.5266,180000,13500,30000,15,Hub_15,72000.0,135000.0,207000.0,82800.0,165600.0
Odisha,Bhubaneswar,Bhubaneswar_Village_1,20.3061,85.8345,2400,300,450,16,Hub_16,960.0,3000.0,3960.0,1584.0,3168.0
Odisha,Bhubaneswar,Bhubaneswar_Village_2,20.3161,85.8445,4800,600,900,16,Hub_16,1920.0,6000.0,7920.0,3168.0,6336.0
Odisha,Bhubaneswar,Bhubaneswar_Village_3,20.3261,85.8545,7200,900,1350,16,Hub_16,2880.0,9000.0,11880.0,4752.0,9504.0
Odisha,Bhubaneswar,Bhubaneswar_Village_4,20.3361,85.8645,9600,1200,1800,16,Hub_16,3840.0,12000.0,15840.0,6336.0,12672.0
Odisha,Bhubaneswar,Bhubaneswar_Village_5,20.3461,85.8745,12000,1500,2250,16,Hub_16,4800.0,15000.0,19800.0,7920.0,15840.0
Odisha,Bhubaneswar,Bhubaneswar_Village_6,20.356099999999998,85.8845,14400,1800,2700,16,Hub_16,5760.0,18000.0,23760.0,9504.0,19008.0
Odisha,Bhubaneswar,Bhubaneswar_Village_7,20.3661,85.8945,16800,2100,3150,16,Hub_16,6720.0,21000.0,27720.0,11088.0,22176.0
Odisha,Bhubaneswar,Bhubaneswar_Village_8,20.376099999999997,85.9045,19200,2400,3600,16,Hub_16,7680.0,24000.0,31680.0,12672.0,25344.0
Odisha,Bhubaneswar,Bhubaneswar_Village_9,20.3861,85.9145,21600,2700,4050,16,Hub_16,8640.0,27000.0,35640.0,14256.0,28512.0
Odisha,Bhubaneswar,Bhubaneswar_Village_10,20.3961,85.9245,24000,3000,4500,16,Hub_16,9600.0,30000.0,39600.0,15840.0,31680.0
Odisha,Bhubaneswar,Bhubaneswar_Village_11,20.4061,85.9345,26400,3300,4950,16,Hub_16,10560.0,33000.0,43560.0,17424.0,34848.0
Odisha,Bhubaneswar,Bhubaneswar_Village_12,20.4161,85.9445,28800,3600,5400,16,Hub_16,11520.0,36000.0,47520.0,19008.0,38016.0
Odisha,Bhubaneswar,Bhubaneswar_Village_13,20.426099999999998,85.9545,31200,3900,5850,16,Hub_16,12480.0,39000.0,51480.0,20592.0,41184.0
Odisha,Bhubaneswar,Bhubaneswar_Village_14,20.4361,85.9645,33600,4200,6300,16,Hub_16,13440.0,42000.0,55440.0,22176.0,44352.0
Odisha,Bhubaneswar,Bhubaneswar_Village_15,20.446099999999998,85.9745,36000,4500,6750,16,Hub_16,14400.0,45000.0,59400.0,23760.0,47520.0
Odisha,Bhubaneswar,Bhubaneswar_Village_16,20.4561,85.9845,38400,4800,7200,16,Hub_16,15360.0,48000.0,63360.0,25344.0,50688.0
Odisha,Bhubaneswar,Bhubaneswar_Village_17,20.4661,85.9945,40800,5100,7650,16,Hub_16,16320.0,51000.0,67320.0,26928.0,53856.0
Odisha,Bhubaneswar,Bhubaneswar_Village_18,20.4761,86.00450000000001,43200,5400,8100,16,Hub_16,17280.0,54000.0,71280.0,28512.0,57024.0
Odisha,Bhubaneswar,Bhubaneswar_Village_19,20.4861,86.0145,45600,5700,8550,16,Hub_16,18240.0,57000.0,75240.0,30096.0,60192.0
Odisha,Bhubaneswar,Bhubaneswar_Village_20,20.4961,86.0245,48000,6000,9000,16,Hub_16,19200.0,60000.0,79200.0,31680.0,63360.0
Odisha,Bhubaneswar,Bhubaneswar_Village_21,20.5061,86.0345,50400,6300,9450,16,Hub_16,20160.0,63000.0,83160.0,33264.0,66528.0
Odisha,Bhubaneswar,Bhubaneswar_Village_22,20.516099999999998,86.0445,52800,6600,9900,16,Hub_16,21120.0,66000.0,87120.0,34848.0,69696.0
Odisha,Bhubaneswar,Bhubaneswar_Village_23,20.5261,86.0545,55200,6900,10350,16,Hub_16,22080.0,69000.0,91080.0,36432.0,72864.0
Odisha,Bhubaneswar,Bhubaneswar_Village_24,20.536099999999998,86.0645,57600,7200,10800,16,Hub_16,23040.0,72000.0,95040.0,38016.0,76032.0
Odisha,Bhubaneswar,Bhubaneswar_Village_25,20.5461,86.0745,60000,7500,11250,16,Hub_16,24000.0,75000.0,99000.0,39600.0,79200.0
Odisha,Bhubaneswar,Bhubaneswar_Village_26,20.5561,86.0845,62400,7800,11700,16,Hub_16,24960.0,78000.0,102960.0,41184.0,82368.0
Odisha,Bhubaneswar,Bhubaneswar_Village_27,20.5661,86.0945,64800,8100,12150,16,Hub_16,25920.0,81000.0,106920.0,42768.0,85536.0
Odisha,Bhubaneswar,Bhubaneswar_Village_28,20.5761,86.1045,67200,8400,12600,16,Hub_16,26880.0,84000.0,110880.0,44352.0,88704.0
Odisha,Bhubaneswar,Bhubaneswar_Village_29,20.5861,86.1145,69600,8700,13050,16,Hub_16,27840.0,87000.0,114840.0,45936.0,91872.0
Odisha,Bhubaneswar,Bhubaneswar_Village_30,20.5961,86.1245,72000,9000,13500,16,Hub_16,28800.0,90000.0,118800.0,47520.0,95040.0
Odisha,Bhubaneswar,Bhubaneswar_Village_31,20.606099999999998,86.1345,74400,9300,13950,16,Hub_16,29760.0,93000.0,122760.0,49104.0,98208.0
Odisha,Bhubaneswar,Bhubaneswar_Village_32,20.6161,86.1445,76800,9600,14400,16,Hub_16,30720.0,96000.0,126720.0,50688.0,101376.0
Odisha,Bhubaneswar,Bhubaneswar_Village_33,20.626099999999997,86.1545,79200,9900,14850,16,Hub_16,31680.0,99000.0,130680.0,52272.0,104544.0
Odisha,Bhubaneswar,Bhubaneswar_Village_34,20.6361,86.1645,81600,10200,15300,16,Hub_16,32640.0,102000.0,134640.0,53856.0,107712.0
Odisha,Bhubaneswar,Bhubaneswar_Village_35,20.6461,86.1745,84000,10500,15750,16,Hub_16,33600.0,105000.0,138600.0,55440.0,110880.0
Odisha,Bhubaneswar,Bhubaneswar_Village_36,20.6561,86.1845,86400,10800,16200,16,Hub_16,34560.0,108000.0,142560.0,57024.0,114048.0
Odisha,Bhubaneswar,Bhubaneswar_Village_37,20.6661,86.1945,88800,11100,16650,16,Hub_16,35520.0,111000.0,146520.0,58608.0,117216.0
Odisha,Bhubaneswar,Bhubaneswar_Village_38,20.676099999999998,86.2045,91200,11400,17100,16,Hub_16,36480.0,114000.0,150480.0,60192.0,120384.0
Odisha,Bhubaneswar,Bhubaneswar_Village_39,20.6861,86.2145,93600,11700,17550,16,Hub_16,37440.0,117000.0,154440.0,61776.0,123552.0
Odisha,Bhubaneswar,Bhubaneswar_Village_40,20.696099999999998,86.2245,96000,12000,18000,16,Hub_16,38400.0,120000.0,158400.0,63360.0,126720.0
Odisha,Bhubaneswar,Bhubaneswar_Village_41,20.7061,86.2345,98400,12300,18450,16,Hub_16,39360.0,123000.0,162360.0,64944.0,129888.0
Odisha,Bhubaneswar,Bhubaneswar_Village_42,20.7161,86.2445,100800,12600,18900,16,Hub_16,40320.0,126000.0,166320.0,66528.0,133056.0
Odisha,Bhubaneswar,Bhubaneswar_Village_43,20.7261,86.25450000000001,103200,12900,19350,16,Hub_16,41280.0,129000.0,170280.0,68112.0,136224.0
Odisha,Bhubaneswar,Bhubaneswar_Village_44,20.7361,86.2645,105600,13200,19800,16,Hub_16,42240.0,132000.0,174240.0,69696.0,139392.0
Odisha,Bhubaneswar,Bhubaneswar_Village_45,20.7461,86.2745,108000,13500,20250,16,Hub_16,43200.0,135000.0,178200.0,71280.0,142560.0
Odisha,Bhubaneswar,Bhubaneswar_Village_46,20.7561,86.2845,110400,13800,20700,16,Hub_16,44160.0,138000.0,182160.0,72864.0,145728.0
Odisha,Bhubaneswar,Bhubaneswar_Village_47,20.766099999999998,86.2945,112800,14100,21150,16,Hub_16,45120.0,141000.0,186120.0,74448.0,148896.0
Odisha,Bhubaneswar,Bhubaneswar_Village_48,20.7761,86.3045,115200,14400,21600,16,Hub_16,46080.0,144000.0,190080.0,76032.0,152064.0
Odisha,Bhubaneswar,Bhubaneswar_Village_49,20.786099999999998,86.3145,117600,14700,22050,16,Hub_16,47040.0,147000.0,194040.0,77616.0,155232.0
Odisha,Bhubaneswar,Bhubaneswar_Village_50,20.7961,86.3245,120000,15000,22500,16,Hub_16,48000.0,150000.0,198000.0,79200.0,158400.0
Kerala,Kochi,Kochi_Village_1,9.9412,76.27730000000001,4200,240,540,17,Hub_17,1680.0,2400.0,4080.0,1632.0,3264.0
Kerala,Kochi,Kochi_Village_2,9.9512,76.2873,8400,480,1080,17,Hub_17,3360.0,4800.0,8160.0,3264.0,6528.0
Kerala,Kochi,Kochi_Village_3,9.9612,76.2973,12600,720,1620,17,Hub_17,5040.0,7200.0,12240.0,4896.0,9792.0
Kerala,Kochi,Kochi_Village_4,9.9712,76.30730000000001,16800,960,2160,17,Hub_17,6720.0,9600.0,16320.0,6528.0,13056.0
Kerala,Kochi,Kochi_Village_5,9.981200000000001,76.3173,21000,1200,2700,17,Hub_17,8400.0,12000.0,20400.0,8160.0,16320.0
Kerala,Kochi,Kochi_Village_6,9.991200000000001,76.32730000000001,25200,1440,3240,17,Hub_17,10080.0,14400.0,24480.0,9792.0,19584.0
Kerala,Kochi,Kochi_Village_7,10.0012,76.3373,29400,1680,3780,17,Hub_17,11760.0,16800.0,28560.0,11424.0,22848.0
Kerala,Kochi,Kochi_Village_8,10.0112,76.3473,33600,1920,4320,17,Hub_17,13440.0,19200.0,32640.0,13056.0,26112.0
Kerala,Kochi,Kochi_Village_9,10.0212,76.35730000000001,37800,2160,4860,17,Hub_17,15120.0,21600.0,36720.0,14688.0,29376.0
Kerala,Kochi,Kochi_Village_10,10.0312,76.3673,42000,2400,5400,17,Hub_17,16800.0,24000.0,40800.0,16320.0,32640.0
Kerala,Kochi,Kochi_Village_11,10.0412,76.3773,46200,2640,5940,17,Hub_17,18480.0,26400.0,44880.0,17952.0,35904.0
Kerala,Kochi,Kochi_Village_12,10.0512,76.38730000000001,50400,2880,6480,17,Hub_17,20160.0,28800.0,48960.0,19584.0,39168.0
Kerala,Kochi,Kochi_Village_13,10.061200000000001,76.3973,54600,3120,7020,17,Hub_17,21840.0,31200.0,53040.0,21216.0,42432.0
Kerala,Kochi,Kochi_Village_14,10.071200000000001,76.4073,58800,3360,7560,17,Hub_17,23520.0,33600.0,57120.0,22848.0,45696.0
Kerala,Kochi,Kochi_Village_15,10.0812,76.41730000000001,63000,3600,8100,17,Hub_17,25200.0,36000.0,61200.0,24480.0,48960.0
Kerala,Kochi,Kochi_Village_16,10.0912,76.4273,67200,3840,8640,17,Hub_17,26880.0,38400.0,65280.0,26112.0,52224.0
Kerala,Kochi,Kochi_Village_17,10.1012,76.43730000000001,71400,4080,9180,17,Hub_17,28560.0,40800.0,69360.0,27744.0,55488.0
Kerala,Kochi,Kochi_Village_18,10.1112,76.44730000000001,75600,4320,9720,17,Hub_17,30240.0,43200.0,73440.0,29376.0,58752.0
Kerala,Kochi,Kochi_Village_19,10.1212,76.4573,79800,4560,10260,17,Hub_17,31920.0,45600.0,77520.0,31008.0,62016.0
Kerala,Kochi,Kochi_Village_20,10.1312,76.46730000000001,84000,4800,10800,17,Hub_17,33600.0,48000.0,81600.0,32640.0,65280.0
Kerala,Kochi,Kochi_Village_21,10.141200000000001,76.4773,88200,5040,11340,17,Hub_17,35280.0,50400.0,85680.0,34272.0,68544.0
Kerala,Kochi,Kochi_Village_22,10.151200000000001,76.4873,92400,5280,11880,17,Hub_17,36960.0,52800.0,89760.0,35904.0,71808.0
Kerala,Kochi,Kochi_Village_23,10.161200000000001,76.49730000000001,96600,5520,12420,17,Hub_17,38640.0,55200.0,93840.0,37536.0,75072.0
Kerala,Kochi,Kochi_Village_24,10.1712,76.5073,100800,5760,12960,17,Hub_17,40320.0,57600.0,97920.0,39168.0,78336.0
Kerala,Kochi,Kochi_Village_25,10.1812,76.5173,105000,6000,13500,17,Hub_17,42000.0,60000.0,102000.0,40800.0,81600.0
Kerala,Kochi,Kochi_Village_26,10.1912,76.52730000000001,109200,6240,14040,17,Hub_17,43680.0,62400.0,106080.0,42432.0,84864.0
Kerala,Kochi,Kochi_Village_27,10.2012,76.5373,113400,6480,14580,17,Hub_17,45360.0,64800.0,110160.0,44064.0,88128.0
Kerala,Kochi,Kochi_Village_28,10.2112,76.5473,117600,6720,15120,17,Hub_17,47040.0,67200.0,114240.0,45696.0,91392.0
Kerala,Kochi,Kochi_Village_29,10.2212,76.55730000000001,121800,6960,15660,17,Hub_17,48720.0,69600.0,118320.0,47328.0,94656.0
Kerala,Kochi,Kochi_Village_30,10.231200000000001,76.5673,126000,7200,16200,17,Hub_17,50400.0,72000.0,122400.0,48960.0,97920.0
Kerala,Kochi,Kochi_Village_31,10.241200000000001,76.57730000000001,130200,7440,16740,17,Hub_17,52080.0,74400.0,126480.0,50592.0,101184.0
Kerala,Kochi,Kochi_Village_32,10.2512,76.5873,134400,7680,17280,17,Hub_17,53760.0,76800.0,130560.0,52224.0,104448.0
Kerala,Kochi,Kochi_Village_33,10.2612,76.5973,138600,7920,17820,17,Hub_17,55440.0,79200.0,134640.0,53856.0,107712.0
Kerala,Kochi,Kochi_Village_34,10.2712,76.60730000000001,142800,8160,18360,17,Hub_17,57120.0,81600.0,138720.0,55488.0,110976.0
Kerala,Kochi,Kochi_Village_35,10.2812,76.6173,147000,8400,18900,17,Hub_17,58800.0,84000.0,142800.0,57120.0,114240.0
Kerala,Kochi,Kochi_Village_36,10.2912,76.6273,151200,8640,19440,17,Hub_17,60480.0,86400.0,146880.0,58752.0,117504.0
Kerala,Kochi,Kochi_Village_37,10.3012,76.63730000000001,155400,8880,19980,17,Hub_17,62160.0,88800.0,150960.0,60384.0,120768.0
Kerala,Kochi,Kochi_Village_38,10.311200000000001,76.6473,159600,9120,20520,17,Hub_17,63840.0,91200.0,155040.0,62016.0,124032.0
Kerala,Kochi,Kochi_Village_39,10.321200000000001,76.6573,163800,9360,21060,17,Hub_17,65520.0,93600.0,159120.0,63648.0,127296.0
Kerala,Kochi,Kochi_Village_40,10.3312,76.66730000000001,168000,9600,21600,17,Hub_17,67200.0,96000.0,163200.0,65280.0,130560.0
Kerala,Kochi,Kochi_Village_41,10.3412,76.6773,172200,9840,22140,17,Hub_17,68880.0,98400.0,167280.0,66912.0,133824.0
Kerala,Kochi,Kochi_Village_42,10.3512,76.68730000000001,176400,10080,22680,17,Hub_17,70560.0,100800.0,171360.0,68544.0,137088.0
Kerala,Kochi,Kochi_Village_43,10.3612,76.69730000000001,180600,10320,23220,17,Hub_17,72240.0,103200.0,175440.0,70176.0,140352.0
Kerala,Kochi,Kochi_Village_44,10.3712,76.7073,184800,10560,23760,17,Hub_17,73920.0,105600.0,179520.0,71808.0,143616.0
Kerala,Kochi,Kochi_Village_45,10.3812,76.71730000000001,189000,10800,24300,17,Hub_17,75600.0,108000.0,183600.0,73440.0,146880.0
Kerala,Kochi,Kochi_Village_46,10.391200000000001,76.7273,193200,11040,24840,17,Hub_17,77280.0,110400.0,187680.0,75072.0,150144.0
Kerala,Kochi,Kochi_Village_47,10.401200000000001,76.7373,197400,11280,25380,17,Hub_17,78960.0,112800.0,191760.0,76704.0,153408.0
Kerala,Kochi,Kochi_Village_48,10.411200000000001,76.74730000000001,201600,11520,25920,17,Hub_17,80640.0,115200.0,195840.0,78336.0,156672.0
Kerala,Kochi,Kochi_Village_49,10.4212,76.7573,205800,11760,26460,17,Hub_17,82320.0,117600.0,199920.0,79968.0,159936.0
Kerala,Kochi,Kochi_Village_50,10.4312,76.7673,210000,12000,27000,17,Hub_17,84000.0,120000.0,204000.0,81600.0,163200.0
Assam,Guwahati,Guwahati_Village_1,26.154500000000002,91.7462,2200,270,450,18,Hub_18,880.0,2700.0,3580.0,1432.0,2864.0
Assam,Guwahati,Guwahati_Village_2,26.1645,91.75619999999999,4400,540,900,18,Hub_18,1760.0,5400.0,7160.0,2864.0,5728.0
Assam,Guwahati,Guwahati_Village_3,26.174500000000002,91.7662,6600,810,1350,18,Hub_18,2640.0,8100.0,10740.0,4296.0,8592.0
Assam,Guwahati,Guwahati_Village_4,26.1845,91.7762,8800,1080,1800,18,Hub_18,3520.0,10800.0,14320.0,5728.0,11456.0
Assam,Guwahati,Guwahati_Village_5,26.1945,91.7862,11000,1350,2250,18,Hub_18,4400.0,13500.0,17900.0,7160.0,14320.0
Assam,Guwahati,Guwahati_Village_6,26.2045,91.7962,13200,1620,2700,18,Hub_18,5280.0,16200.0,21480.0,8592.0,17184.0
Assam,Guwahati,Guwahati_Village_7,26.2145,91.80619999999999,15400,1890,3150,18,Hub_18,6160.0,18900.0,25060.0,10024.0,20048.0
Assam,Guwahati,Guwahati_Village_8,26.2245,91.8162,17600,2160,3600,18,Hub_18,7040.0,21600.0,28640.0,11456.0,22912.0
Assam,Guwahati,Guwahati_Village_9,26.2345,91.8262,19800,2430,4050,18,Hub_18,7920.0,24300.0,32220.0,12888.0,25776.0
Assam,Guwahati,Guwahati_Village_10,26.244500000000002,91.83619999999999,22000,2700,4500,18,Hub_18,8800.0,27000.0,35800.0,14320.0,28640.0
Assam,Guwahati,Guwahati_Village_11,26.2545,91.8462,24200,2970,4950,18,Hub_18,9680.0,29700.0,39380.0,15752.0,31504.0
Assam,Guwahati,Guwahati_Village_12,26.2645,91.8562,26400,3240,5400,18,Hub_18,10560.0,32400.0,42960.0,17184.0,34368.0
Assam,Guwahati,Guwahati_Village_13,26.2745,91.86619999999999,28600,3510,5850,18,Hub_18,11440.0,35100.0,46540.0,18616.0,37232.0
Assam,Guwahati,Guwahati_Village_14,26.2845,91.8762,30800,3780,6300,18,Hub_18,12320.0,37800.0,50120.0,20048.0,40096.0
Assam,Guwahati,Guwahati_Village_15,26.2945,91.8862,33000,4050,6750,18,Hub_18,13200.0,40500.0,53700.0,21480.0,42960.0
Assam,Guwahati,Guwahati_Village_16,26.3045,91.8962,35200,4320,7200,18,Hub_18,14080.0,43200.0,57280.0,22912.0,45824.0
Assam,Guwahati,Guwahati_Village_17,26.314500000000002,91.9062,37400,4590,7650,18,Hub_18,14960.0,45900.0,60860.0,24344.0,48688.0
Assam,Guwahati,Guwahati_Village_18,26.3245,91.9162,39600,4860,8100,18,Hub_18,15840.0,48600.0,64440.0,25776.0,51552.0
Assam,Guwahati,Guwahati_Village_19,26.334500000000002,91.9262,41800,5130,8550,18,Hub_18,16720.0,51300.0,68020.0,27208.0,54416.0
Assam,Guwahati,Guwahati_Village_20,26.3445,91.9362,44000,5400,9000,18,Hub_18,17600.0,54000.0,71600.0,28640.0,57280.0
Assam,Guwahati,Guwahati_Village_21,26.3545,91.94619999999999,46200,5670,9450,18,Hub_18,18480.0,56700.0,75180.0,30072.0,60144.0
Assam,Guwahati,Guwahati_Village_22,26.3645,91.9562,48400,5940,9900,18,Hub_18,19360.0,59400.0,78760.0,31504.0,63008.0
Assam,Guwahati,Guwahati_Village_23,26.3745,91.9662,50600,6210,10350,18,Hub_18,20240.0,62100.0,82340.0,32936.0,65872.0
Assam,Guwahati,Guwahati_Village_24,26.3845,91.97619999999999,52800,6480,10800,18,Hub_18,21120.0,64800.0,85920.0,34368.0,68736.0
Assam,Guwahati,Guwahati_Village_25,26.3945,91.9862,55000,6750,11250,18,Hub_18,22000.0,67500.0,89500.0,35800.0,71600.0
